Xi_estimate_Power,Xi_estimate_Width,Xi_estimate_Exponent,Alpha_estimate_Power,Alpha_estimate_Width,Alpha_estimate_Exponent,Alpha_estimate_PAF
8.866389672781618270e-01,9.381490299894628127e-01,8.807706544340049293e-01,7.534933335364304430e-01,8.067020720338062834e-01,8.083776645044692399e-01,8.080508103005245024e-01
8.599092587645388308e-01,9.479644360079353405e-01,9.133348429798192614e-01,7.948775102648256707e-01,8.581815109584923773e-01,8.638554273039427134e-01,8.594893776901408877e-01
8.094724421797810932e-01,9.383890068604250345e-01,9.204475363956429179e-01,7.865252691841273514e-01,8.437871264176131092e-01,8.455772919299274770e-01,8.441421107321704920e-01
8.814494925804178260e-01,9.504979123926474704e-01,9.250396071212618754e-01,6.539368795353626140e-01,7.618590691206921228e-01,7.580914693678469929e-01,7.609718325923170434e-01
8.986587547446605040e-01,9.457000212715563903e-01,9.113969692576572301e-01,7.087812965503783591e-01,8.017331707928027074e-01,8.007978303983287471e-01,8.025692046763316378e-01
9.019012532429487861e-01,9.455725679477851031e-01,9.113661275196897060e-01,7.202693595385765146e-01,8.078161326574770928e-01,8.058212379849162277e-01,8.076995484638475054e-01
9.016432229750199756e-01,9.512398816030306348e-01,9.148327183106460536e-01,7.551845246682941104e-01,8.382011916241809413e-01,8.351757994339846780e-01,8.386024194980202795e-01
8.432829668550410052e-01,9.468913100237437153e-01,9.329473456109739216e-01,7.117770167224494182e-01,8.006974358871652431e-01,7.981279895687070081e-01,7.987875112156634927e-01
8.816618061726687605e-01,9.390008980944747341e-01,9.123022835519142282e-01,7.526819191947274890e-01,8.314601756672483912e-01,8.216128983767312377e-01,8.288433450347800768e-01
8.525997374995657463e-01,9.425020751819526144e-01,9.478572193013314884e-01,7.678544265182627448e-01,8.152841783866670022e-01,8.145207380014677367e-01,8.145400573533316813e-01
8.465952725269143553e-01,9.456370028224323487e-01,9.138811466819697360e-01,7.925549713829083132e-01,8.517966639466079126e-01,8.543712607370719248e-01,8.528390279510648098e-01
8.502338575863045422e-01,9.352417466802726009e-01,8.901578686165736443e-01,7.839698462050832539e-01,8.431601317409391783e-01,8.479317533120681594e-01,8.446166789649929285e-01
8.836794102445372223e-01,9.384991310791203079e-01,8.833333480466595278e-01,7.621297636491104477e-01,8.274389903460673823e-01,8.304482097252913197e-01,8.294114283663820419e-01
8.481173128067410749e-01,9.325837035137080067e-01,8.898475675207463409e-01,7.665679014317593465e-01,8.464654141926789555e-01,8.473418387575993860e-01,8.469220555539094253e-01
8.738042607372998871e-01,9.452001942853084371e-01,8.921298679414227939e-01,7.089209600152875934e-01,7.915038323675924747e-01,7.904331398224683225e-01,7.922078915447973158e-01
8.830318857744851035e-01,9.462858475059192642e-01,8.940790545176408033e-01,7.520146925089238321e-01,8.293831551951600378e-01,8.278516447475743334e-01,8.302290179174107720e-01
8.554562147734555699e-01,9.492251492006339442e-01,9.070235207849570713e-01,7.445780581735669257e-01,8.235186119951590777e-01,8.124563638920616615e-01,8.198791021328108997e-01
8.814633968956532284e-01,9.442107506781652893e-01,9.176995392504000426e-01,7.614539036577807618e-01,8.336564222896812870e-01,8.247048519516427811e-01,8.305427432753049732e-01
8.911005825866974428e-01,9.465760969012100290e-01,9.075490729795419043e-01,7.053226171914898091e-01,8.096717000569031431e-01,8.073819317309401944e-01,8.093763306225995047e-01
8.490342864473376938e-01,9.254767075465365478e-01,9.483131034182950003e-01,7.824832911084159681e-01,8.241180089966435585e-01,8.216675387691471100e-01,8.233699772772832270e-01
8.507716182169033914e-01,9.349348465993548851e-01,9.475273432213280334e-01,7.842083466278626513e-01,8.267745959382436505e-01,8.247849425643326571e-01,8.257794340678201728e-01
