Xi_estimate_Power,Xi_estimate_Width,Xi_estimate_Exponent,Alpha_estimate_Power,Alpha_estimate_Width,Alpha_estimate_Exponent,Alpha_estimate_PAF
2.088529624538575102e-01,9.276168840818009853e-01,8.579502773024455520e-01,4.730732937303466085e-02,9.572712797758922698e-02,1.227257349301037054e-01,1.011005301974021720e-01
8.444637522940803831e-02,9.113414671108873710e-01,8.335891470564610328e-01,4.982405991919302418e-03,1.788515121494070950e-02,3.079318379031493677e-02,2.277676886035402692e-02
2.248222603303993428e-01,8.915427131978110875e-01,9.488492004108224354e-01,1.321214764802868258e-01,2.513596075632571480e-01,2.858235543423707226e-01,2.574632804037270128e-01
1.718143928876478821e-01,9.207948427999522734e-01,8.985322315354918876e-01,3.259820975355036399e-02,1.226763215442791266e-01,1.498475197860502928e-01,1.274571213803590286e-01
1.995367161599837791e-01,9.111148347222944865e-01,8.849014290270397209e-01,4.378295518959919586e-02,1.734959191774358145e-01,2.057704825922720415e-01,1.873740046242168000e-01
6.645546254136407149e-02,9.204214713213159094e-01,8.597333807402370853e-01,2.627437658386897346e-03,1.278243942429362241e-02,1.669824994217785144e-02,1.413713154947201893e-02
5.433439681065455051e-02,8.952345385424376190e-01,8.642469020705106919e-01,9.742553889842158659e-04,5.689314718240871295e-03,6.983968323904504033e-03,6.335977574800756920e-03
1.414368307706095895e-01,9.087512720087130846e-01,8.500318699950538681e-01,9.831441601743640818e-03,4.789710774350981748e-02,6.440559855572172698e-02,5.431210913876569069e-02
2.045321490935658737e-01,9.510199494315142443e-01,8.945641122867667994e-01,8.434916538346829340e-04,5.953304612348097984e-03,6.000897936921003283e-03,5.374769224295139480e-03
1.090138819847364382e-01,9.451233458646267627e-01,8.429714076298806535e-01,9.330431848557764560e-04,4.860606506720555227e-03,7.218430462731497722e-03,5.600707405075457460e-03
1.327291179784402808e-01,9.036437349795802820e-01,9.358401560512853434e-01,1.639326432790299756e-02,8.256627794049609115e-02,9.490007422871890586e-02,8.460912505235633485e-02
1.421184499764040210e-01,9.284757457005512471e-01,9.468022806859254237e-01,2.291143517916299408e-04,1.802665890389593172e-03,1.681134082088230021e-03,1.564843827850791180e-03
1.904364492460844382e-01,9.589087140727838854e-01,8.949070205869086303e-01,2.370331551764326221e-04,1.822449555739094791e-03,1.728102186375383032e-03,1.586869909482693667e-03
4.820868833012453281e-01,9.791493820463266218e-01,8.869758579846008795e-01,7.387595700375189540e-03,3.426125682411325368e-02,3.596661472928249642e-02,3.116553295601245249e-02
8.741981900429271479e-02,9.731177948085845131e-01,8.686032226496337438e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.050350234677037115e-02,8.766301916151577611e-01,8.187656964083814826e-01,5.171148077666368323e-04,3.239597348713341499e-03,4.552773666772328733e-03,3.832942381978774338e-03
1.267298518662789142e-01,9.474154203372930905e-01,8.582096229152619271e-01,8.519995058460312805e-04,4.160631572397131134e-03,7.748022916539102668e-03,5.520094697979445637e-03
2.035287931422227470e-01,9.810632306544141423e-01,8.929181284698882726e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.794568409032940681e-02,9.554893274123057445e-01,8.739127120750049826e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.315973716014019745e-01,9.000674684830396455e-01,9.734423958207010230e-01,8.334551309613774661e-03,3.650160940888720618e-02,3.946450821361471850e-02,3.614176327565510327e-02
9.255877887182363539e-02,9.103583627576405934e-01,8.728218401965994744e-01,1.038826920155517912e-02,5.108401894675228261e-02,6.309966643671441333e-02,5.547628902888195740e-02
5.395530548982554464e-01,9.767370336956767707e-01,8.985765600734983982e-01,8.611439350118871641e-03,3.386193121818762558e-02,3.568094207702032783e-02,3.078618762507851978e-02
5.189560870825499911e-02,8.900631533994630695e-01,8.887969227387827464e-01,3.599775260708525104e-02,1.606347897104534461e-01,1.748292248390360681e-01,1.689543186745461056e-01
1.514512586542865642e-02,8.765369332228233334e-01,8.276372621115433148e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.304279067083025434e-01,9.236922436558444582e-01,9.520833067735485766e-01,1.273366757565317330e-02,4.100114163944924145e-02,4.245024003045746314e-02,3.896106258068563616e-02
2.199881884382350883e-01,8.900205162592937924e-01,1.000000000000000000e+00,2.593008434029761555e-02,8.947558547192017986e-02,9.309816861948028155e-02,8.577621878920853316e-02
2.343771327441678265e-01,8.940965414901930197e-01,9.656806002987233795e-01,7.648272663688242268e-02,2.109263773011574028e-01,2.432968049751384754e-01,2.175949967916735728e-01
3.202771121712639779e-01,9.049034488014050526e-01,9.180091268092036572e-01,1.714214316298298402e-01,3.407015115872307209e-01,3.890994405038656900e-01,3.566413417189805424e-01
3.807842966083517244e-01,9.597671090159380913e-01,8.887264713084878087e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.717754916207709703e-01,9.619846028868025423e-01,9.218843373465158697e-01,2.642241971358719535e-02,9.824958637911312964e-02,8.997865377563883660e-02,8.402113810379011061e-02
4.597038394810955553e-01,9.784944936011849004e-01,9.408510552713461594e-01,1.385013913991230941e-04,1.013878502319723535e-03,9.280440462124768183e-04,8.609719089676135060e-04
9.273889213824876299e-01,9.599670169572542822e-01,9.540474383213498610e-01,1.077765655458953233e-02,6.343510061020354862e-02,5.599667534107483080e-02,5.309093220609309438e-02
4.896330716811099215e-01,9.805787057146889696e-01,9.051642400166443059e-01,2.201225987234000075e-03,1.092874509907528803e-02,1.568171940660029184e-02,1.134278780763217816e-02
3.334875548400242917e-01,9.785791331484950950e-01,8.658742623861116483e-01,4.582941770599665773e-03,3.132204331172648570e-02,3.319361335014377884e-02,2.868413678273307871e-02
3.075535699652067190e-01,9.748579951031202118e-01,8.750839443450071364e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.643321813564276576e-02,8.785390807670011570e-01,8.888666349536241684e-01,1.343522655237586530e-02,7.084830560635449470e-02,7.769828362120669019e-02,7.482142028975796721e-02
1.852415927318246808e-02,8.648529445404360416e-01,8.574489482511231664e-01,1.960354882549451144e-03,9.164872661837958692e-03,9.657995042741090996e-03,9.491477849450844634e-03
4.221038133306737050e-02,9.049139908920387221e-01,9.179880893802949693e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.510677591349618709e-02,8.756300896228713659e-01,9.368798542396040707e-01,5.563560408592200385e-03,2.948928667329339323e-02,3.117085687796480181e-02,3.020704975313113702e-02
3.441418314688647895e-01,8.786425295931091783e-01,9.736310238525509586e-01,2.011914235463901079e-01,3.442473772310550295e-01,3.887653407210996392e-01,3.523008187582566397e-01
3.129962594164021339e-01,8.889933436931566346e-01,9.558254412045920079e-01,5.444150287716397196e-01,6.470001912657004084e-01,6.583375216855815726e-01,6.445061847351865048e-01
5.406298502355694896e-02,8.709404510458937931e-01,9.290257135096995356e-01,6.863436457156406149e-03,3.816618503193139333e-02,4.204674967659879220e-02,4.026709533627851473e-02
3.888900471261841352e-02,8.802162724367863511e-01,9.040509384525688974e-01,9.838619270196037256e-03,4.212365831040849884e-02,4.601267133028221629e-02,4.398719429587673313e-02
2.814712804789987199e-01,8.859403910247390934e-01,9.506348756188156557e-01,2.154246898670377497e-01,4.276801531130812739e-01,4.643814797674490347e-01,4.383141418456757976e-01
1.010582505490527500e-01,8.853443282068084175e-01,9.279728320070973480e-01,6.558595387550514300e-02,2.179822454473090698e-01,2.339020017630596693e-01,2.255412810098670340e-01
2.547518904406763096e-01,8.864577758432483634e-01,9.675220649870497347e-01,3.371276598486411258e-02,7.464347997293384329e-02,7.577046707158899275e-02,7.046955629395541820e-02
6.386865794499885229e-02,9.088276642820386497e-01,9.163182555634730164e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.224024902757985367e-01,9.120198840084092762e-01,9.618679229830089383e-01,3.528024793195900285e-03,2.030971239204903619e-02,2.041928890997978668e-02,1.902699518847853280e-02
1.975020095557029898e-01,9.420940476602067681e-01,9.043418046422697643e-01,3.139518653868191359e-03,1.426468952193772968e-02,1.812370701218900607e-02,1.506936651709191166e-02
2.182263291615260670e-01,9.513159820129967192e-01,8.772835378620809088e-01,1.043558800236175227e-02,4.451256701047120318e-02,5.636962157918549987e-02,4.678179414714107864e-02
2.435817072169811914e-01,9.327979891752687935e-01,8.590987144119006658e-01,3.132171177175250426e-02,8.250125950638080574e-02,1.052811482210002092e-01,8.723843805317230138e-02
1.318440204906415336e-01,9.138561109515501713e-01,8.707545995605802114e-01,2.429499500010066579e-02,1.059792792261979588e-01,1.345433359557391684e-01,1.171417786985656379e-01
1.011298728959555693e-01,9.143070899644184513e-01,8.350666831079821550e-01,8.354209307156900202e-03,2.989289860860306139e-02,5.094516892412858516e-02,3.797950922042638011e-02
3.686012359844314523e-01,8.793909994888612358e-01,9.681063339482276486e-01,2.373091800491661796e-01,4.584283248817935807e-01,5.196415350977672265e-01,4.724704933773780646e-01
1.641474331094672501e-01,9.248493610125315678e-01,8.827199546695119192e-01,7.682201479497005082e-03,3.935371627307276965e-02,5.016921343869426564e-02,4.239936923886154091e-02
1.082921519732851223e-01,9.053316268783784260e-01,8.746085463404514870e-01,1.801221409508936555e-02,7.213698835906354190e-02,9.319249420131003880e-02,7.966103153711562301e-02
1.549922321289118055e-01,9.061008970548888319e-01,8.843496584119744375e-01,4.882609657478230447e-02,1.847477027436566777e-01,2.227755275241266875e-01,1.998919529888449342e-01
8.077774023198378006e-02,9.014646812701900824e-01,8.459678496015484717e-01,7.076772707827240667e-03,3.333213809250331477e-02,5.061223322240093747e-02,4.071393943402538962e-02
2.712870995258858109e-01,9.663617343092438805e-01,9.016564867205046907e-01,1.117607125219279344e-04,6.827057401599927883e-04,8.559471827630514605e-04,7.121844854420240727e-04
1.212116770249169750e-01,9.569211668904543666e-01,8.488494083071820295e-01,1.747229333671328352e-04,1.190227262203514191e-03,1.472988854046185930e-03,1.234297240229421510e-03
2.556351364074027632e-01,8.780262951886644851e-01,9.760574136433609604e-01,7.850275135838838403e-02,2.420691316580592112e-01,2.799394082983036602e-01,2.505695870863588470e-01
2.331780184636113307e-01,8.913610646718466146e-01,9.570806122526634985e-01,2.662882758107270806e-02,9.877323266617739350e-02,1.155191100281816180e-01,1.025824289189503219e-01
2.043438609783353732e-01,9.486598502719832959e-01,9.311875447700944664e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.239670885739883571e-02,8.699266634585332003e-01,8.280634047998177705e-01,9.673023863483691661e-04,5.871193040575469445e-03,8.109919390560441782e-03,6.977327817084429812e-03
1.089486295743521405e-01,9.642539635096799566e-01,8.589911456346379648e-01,9.252569336227118885e-05,4.712456595996883640e-04,8.838122700631199664e-04,6.322649204516817825e-04
2.517571801794917241e-01,9.877170988530402651e-01,9.042268704405522772e-01,3.955064099070030388e-04,2.883220570367878502e-03,2.739894881306942885e-03,2.494112186331960863e-03
1.060663714374787264e-01,9.548518410666664291e-01,8.904195467456308410e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.398634633581833431e-01,9.147865150204167461e-01,9.056108707995809137e-01,5.042319281965357974e-02,1.792110478337722024e-01,2.172901472920624466e-01,1.905844127080617012e-01
3.960573967537379669e-01,9.109028574990213345e-01,8.814177993209368900e-01,4.024746619582356133e-01,5.312189291504412214e-01,6.124789177870605394e-01,5.545033575075009047e-01
1.000000000000000000e+00,9.681504989008742346e-01,9.575026032319906566e-01,7.110658034195431812e-03,4.007802562069955055e-02,3.593136202350654534e-02,3.404190578420999286e-02
5.970979529635830341e-01,9.827505121804940291e-01,9.285470112321236869e-01,2.514976837853599365e-03,1.245700824448283707e-02,1.259341874378060340e-02,1.127872812946602819e-02
5.049307142492660549e-01,1.000000000000000000e+00,9.010672191010846710e-01,1.827371189491416859e-03,1.053568364843965495e-02,1.089455736606246422e-02,9.606141136487767601e-03
4.839362787522602516e-01,9.877573071523552128e-01,8.774245086228654733e-01,3.586648324778981926e-03,2.108588807194180723e-02,2.170345202172671226e-02,1.910294624477995931e-02
1.600222960481064577e-02,8.701465570261808224e-01,8.277328318500953852e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.356331669335354873e-02,9.824446787957551441e-01,8.733024228533694533e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.457495324339125209e-02,8.919114065887300269e-01,8.729210490310899129e-01,1.172852953148896711e-02,5.776434121547420475e-02,6.367784633402187588e-02,6.064646503842020114e-02
1.851158253838952883e-01,8.934726840184771257e-01,9.350742644359716360e-01,7.141130704252256212e-02,2.325399690845186551e-01,2.713202112056454229e-01,2.442265701746122730e-01
2.679131191703704173e-01,8.954073858457128887e-01,9.768035813634512454e-01,2.295961636081881793e-02,8.362729481594625980e-02,9.005946531176814429e-02,8.192916174604226998e-02
2.706136386573411157e-01,9.190653341503517426e-01,9.739704232697522501e-01,5.687585776847695323e-04,3.944376024296748946e-03,4.037984461444137779e-03,3.696706065221011875e-03
2.567641108823079943e-01,8.788812532557155333e-01,9.827593520088490076e-01,3.312219300327675503e-02,1.041329383574508410e-01,1.119110086355952632e-01,1.020304919913840452e-01
3.794162234179686566e-01,9.655395535067972101e-01,9.095325938980081126e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.594078090315269147e-01,9.587599568476995460e-01,9.472646025299585881e-01,1.694085987877305688e-02,7.602594980382135215e-02,6.707828569357429660e-02,6.462440233842509096e-02
4.697357597539611462e-01,9.809045557265452242e-01,9.469457827448533038e-01,1.031423979467332877e-04,8.465525940191262954e-04,7.907209991995537909e-04,7.259387121112391992e-04
4.973992968593273778e-01,9.851012273888750670e-01,8.965310452626017446e-01,2.258887465782415897e-03,1.158715041317001475e-02,1.670813395354599912e-02,1.204239834877685739e-02
3.607722283940602015e-01,9.941867593491757749e-01,8.773012384812691744e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.606439633848066373e-02,8.657315318842150331e-01,8.916081262677273411e-01,1.179248215501210902e-02,6.942621262581835651e-02,7.564798593753029043e-02,7.275462631222320842e-02
1.952493605347385350e-02,8.554333806500038495e-01,8.578637189988980172e-01,2.629989315188794880e-03,1.283546032197757300e-02,1.373474536476846156e-02,1.334843493307499331e-02
