Xi_estimate_Power,Xi_estimate_Width,Xi_estimate_Exponent,Alpha_estimate_Power,Alpha_estimate_Width,Alpha_estimate_Exponent,Alpha_estimate_PAF
8.485131718158718250e-01,9.478693673855070889e-01,9.048773440946340507e-01,7.882715595484610649e-01,8.514198137671116218e-01,8.540536224940115106e-01,8.522565261899240907e-01
8.675737825787850355e-01,9.585186531170094559e-01,8.869570812914860936e-01,7.777727255997215483e-01,8.606777471781148492e-01,8.629049726098718676e-01,8.618087936973801710e-01
8.544943318656155196e-01,9.548074413047763498e-01,8.972805987514000936e-01,7.807510391103803515e-01,8.542679935873970232e-01,8.579402077607686250e-01,8.555361215922391294e-01
8.410090210336865768e-01,9.399090087693384721e-01,9.352665800496298143e-01,7.774128368154815671e-01,8.373102978144391084e-01,8.388254488213177096e-01,8.374670863944579935e-01
8.419671198348934738e-01,9.416366042105240863e-01,9.334180917847842984e-01,7.758391984872017311e-01,8.372228163580462956e-01,8.391915160304954657e-01,8.375373451791517931e-01
8.709221732254459614e-01,9.598901352380979635e-01,8.792757875880771179e-01,7.436673271852721756e-01,8.442327963169753424e-01,8.443345665551057477e-01,8.450590334046599317e-01
8.460400431904659957e-01,9.648309452796900443e-01,8.958399165740635883e-01,7.342586358847458250e-01,8.446673908975672607e-01,8.445716985816992262e-01,8.457084209017200482e-01
8.330951967574916628e-01,9.554399806185299715e-01,8.915078573210414303e-01,7.860454805168322068e-01,8.509417259840215131e-01,8.536816355673182422e-01,8.521653369152595303e-01
8.727485557606173838e-01,9.578706543685175934e-01,8.872318829553657027e-01,7.771799994087212893e-01,8.611752520028962410e-01,8.634781515559872833e-01,8.624066484526639043e-01
8.825521127658133569e-01,9.613184324396181202e-01,8.748248968120962976e-01,7.429118753861708724e-01,8.350338185481082087e-01,8.377738590263570373e-01,8.372678375898138237e-01
8.596427291643390367e-01,9.519562762057401928e-01,9.130250300167177535e-01,7.178914673105624145e-01,8.198895355278792429e-01,8.216660664337378517e-01,8.204121096178484951e-01
8.945622816935965282e-01,9.609522404117862848e-01,8.873183267497681825e-01,6.802382539717440890e-01,8.389202752447987299e-01,8.412697157804126524e-01,8.397605128100847915e-01
8.666595169554993650e-01,9.562372944207683245e-01,8.974137922280984725e-01,6.136903195050433801e-01,7.617709839556394691e-01,7.687983461011329567e-01,7.662740123245705970e-01
8.936846211688622699e-01,9.592136802112389837e-01,8.669060661785946698e-01,7.653304435134746786e-01,8.218651080447351154e-01,8.274619511189997834e-01,8.252295769936643932e-01
8.667334330573553958e-01,9.562508890918065552e-01,8.953066057544486478e-01,8.015210563494390428e-01,8.707951635156691017e-01,8.749183949964437490e-01,8.718359112102936903e-01
8.146165749278581059e-01,9.415040672950139022e-01,9.038951369884461462e-01,7.887228800681347352e-01,8.531010143853381411e-01,8.550413229166026197e-01,8.536637176891261891e-01
8.864854288844518093e-01,9.545707764531855544e-01,9.107031112094279290e-01,6.583878534223660539e-01,7.716682075997112200e-01,7.762537915746621220e-01,7.748838688514011475e-01
9.012546196399802145e-01,9.553086771591561277e-01,8.920013439453347015e-01,7.050253354037316900e-01,8.116242877686968837e-01,8.156069335306074253e-01,8.143318587229019245e-01
