5HT1a,5HT1b,5HT2a,5HT4,5HT6,5HTT,A4B2,CB1,D1,D2,DAT,GABAa,H3,M1,mGluR5,MOR,NET,NMDA,VAChT
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.199064045275048868e-02,4.480761130008289322e-02,1.972995144017921365e-01,3.147557011067649707e-02,4.576025282846826747e-02,3.291980181478434964e-02,-1.319919986331548681e-03,7.370490788264322246e-02,2.179954277579376418e-02,3.924587854389091808e-03,4.371198248321607471e-02,5.272228795029084564e-03,-2.316201761843473227e-03,1.336792552505267351e-01,1.907611164123033595e-02,2.373430747328901178e-02,2.941863584899739523e-02,2.053079149002915438e-01,6.975325593421405346e-02
1.633768710482014566e-02,4.192743956107541220e-02,1.809569460402389585e-01,3.678060715928214292e-02,7.145896551082976667e-02,2.581052127781535352e-02,7.834012395506725684e-04,4.776915859807984860e-02,2.253156719931557334e-02,8.700790360501441112e-03,4.448728784812087944e-02,7.373432453591176848e-03,6.012675329237499987e-04,1.530697197313141966e-01,1.441579558134278849e-02,2.332238308965583345e-02,3.463734550132892970e-02,2.025480016379413717e-01,6.648768257227172240e-02
1.853600397976560427e-02,4.205958824362231868e-02,1.880747365835936658e-01,3.612852686515589939e-02,5.923258868578944181e-02,2.784293603762774336e-02,-5.862862473093232926e-04,5.725302621639086209e-02,2.345082251389538769e-02,6.561234488749879967e-03,4.394405927618927343e-02,6.162200701501819797e-03,2.901216142809880105e-04,1.410049325930285979e-01,1.683329195145661164e-02,2.454015582884242624e-02,3.097977649963590263e-02,2.114310578592061840e-01,6.626122630857679552e-02
